MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARNEMINGDATUM;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;24-4-2014;0,0596;+.596E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;8-5-2014;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;22-5-2014;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;5-6-2014;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;19-6-2014;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;3-7-2014;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;17-7-2014;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;31-7-2014;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;14-8-2014;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;28-8-2014;0,0552;+.552E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;10-9-2014;0,0552;+.552E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;25-9-2014;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;9-10-2014;0,052;+.520E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;23-10-2014;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;6-11-2014;0,0635;+.635E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;20-11-2014;0,0548;+.548E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;4-12-2014;0,0674;+.674E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;18-12-2014;0,0701;+.701E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;29-12-2014;1E+12;1E+12;;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;15-1-2015;0,0693;+.693E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;12-2-2015;0,0657;+.657E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;12-3-2015;0,0782;+.782E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;13-4-2015;0,07;+.700E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;7-5-2015;0,0599;+.599E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;4-6-2015;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;2-7-2015;0,0791;+.791E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;30-7-2015;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;27-8-2015;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;24-9-2015;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;22-10-2015;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;18-11-2015;0,0633;+.633E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;17-12-2015;0,0815;+.815E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;14-1-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;11-2-2016;0,0563;+.563E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;10-3-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;7-4-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;3-5-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;2-6-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;30-6-2016;0,0534;+.534E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;28-7-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;25-8-2016;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;22-9-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;20-10-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;17-11-2016;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;15-12-2016;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;12-1-2017;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;9-2-2017;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;9-3-2017;0,0546;+.546E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;6-4-2017;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;3-5-2017;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;1-6-2017;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;29-6-2017;0,05;+.5E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;27-7-2017;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;24-8-2017;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;21-9-2017;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;19-10-2017;0,05;+.5E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;16-11-2017;0,0645;+.645E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;14-12-2017;0,0657;+.657E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;11-1-2018;0,0333;+.333E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;8-2-2018;0,0314;+.314E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;8-3-2018;0,0251;+.251E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;5-4-2018;0,0348;+.348E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;3-5-2018;0,0461;+.461E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;31-5-2018;0,0277;+.277E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;28-6-2018;0,0312;+.312E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;26-7-2018;0,0269;+.269E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;23-8-2018;0,0322;+.322E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;20-9-2018;0,029;+.290E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;18-10-2018;0,0279;+.279E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;15-11-2018;0,0436;+.436E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;13-12-2018;0,0616;+.616E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;10-1-2019;0,0422;+.422E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;7-2-2019;0,0247;+.247E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;7-3-2019;0,0344;+.344E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;4-4-2019;0,0311;+.311E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;2-5-2019;0,0322;+.322E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;28-5-2019;0,0279;+.279E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;27-6-2019;1E+12;1E+12;;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;25-7-2019;0,02;+.2E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;22-8-2019;0,02;+.2E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;19-9-2019;0,02;+.2E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;17-10-2019;0,0359;+.359E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;14-11-2019;0,0382;+.382E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;12-12-2019;0,0223;+.223E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;9-1-2020;0,02;+.2E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;6-2-2020;0,0317;+.317E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;4-3-2020;0,0288;+.288E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;2-4-2020;0,0212;+.212E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;29-4-2020;0,0293;+.293E-01;Waarde heeft een grotere spreiding dan beschreven;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;27-5-2020;0,0219;+.219E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;24-6-2020;0,02;+.2E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;22-7-2020;0,0401;+.401E-01;Normale waarde;Emmer
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;17-8-2020;1E+12;1E+12;;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;16-9-2020;0,02;+.2E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;12-10-2020;0,0286;+.286E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;9-11-2020;0,0375;+.375E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;7-12-2020;0,031;+.310E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;6-1-2021;0,0333;+.333E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;3-2-2021;0,0903;+.903E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;3-3-2021;0,0205;+.205E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;31-3-2021;0,0257;+.257E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;28-4-2021;0,0319;+.319E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;27-5-2021;0,0327;+.327E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;23-6-2021;0,0204;+.204E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;21-7-2021;0,0368;+.368E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;19-8-2021;0,02;+.2E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;15-9-2021;0,0228;+.228E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;19-10-2021;0,0245;+.245E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;9-11-2021;0,0333;+.333E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;8-12-2021;0,0551;+.551E-01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;4-1-2012;1,26;+.126E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;18-1-2012;1,78;+.178E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;1-2-2012;2,3;+.230E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;15-2-2012;1,09;+.109E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;29-2-2012;0,806;+.806E+00;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;14-3-2012;1,17;+.117E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;28-3-2012;0,622;+.622E+00;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;11-4-2012;0,887;+.887E+00;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;25-4-2012;1,16;+.116E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;9-5-2012;2,15;+.215E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;23-5-2012;0,582;+.582E+00;Normale waarde;Emmer
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;6-6-2012;1,59;+.159E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;20-6-2012;1,26;+.126E+01;Normale waarde;Emmer
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;4-7-2012;1,03;+.103E+01;Normale waarde;Pomp
Maassluis;MAASSS;(massa)Concentratie;CONCTTE;lood;Pb;7439-92-1;ug/l;Toep. van massaspectr. met inductief gekozen plasma ICP-MS;18-7-2012;2,05;+.205E+01;Normale waarde;Pomp
